Current_Customer,CompanyID,Founded_Year,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
Y,356329695,2012,420103,$250 mil. - $500 mil.,55033,4201,15543,2851,2000,Employees.1000to4999,0,0,7389,7374,73;737;7371;7372;738;7389;7374,541511,518210,54;541;5415;54151;541511;51;513;5132;51321;513210;518;5182;51821;518210,Software,Security Software,Software,Security Software,software,software.security,264704,Private,B2B,Yes,5-Sep-23,1441100,401000,Debt,5-Jan-23,Ontario Teachers' Pension Plan;Goldman Sachs;Morgan Stanley;CPP Investments,Accel Partners;Lightspeed Venture Partners;The Social+Capital Partnership;Accel;Social Capital;Sapphire Ventures;Geodesic Capital;ICONIQ Capital;Lightspeed Venture Partners;Accel;Social Capital;Sapphire Ventures;Geodesic Capital;ICONIQ Capital;Lightspeed Venture Partners;Base Partners;Iconiq Capital;Accel Partners;Social + Capital Partnership;Lightspeed Venture Partners;Social Capital;Base Partners Inc;PSP Investments;Geodesic Capital;Sequoia Capital companies;Accell Group N.V.;ICONIQ Capital;Sapphire Ventures LLC;Lightspeed Venture Partners;CPP Investments;Social Capital;ICONIQ Growth;Lightspeed Venture Partners;Accel;Ontario Teachers' Pension Plan;Goldman Sachs;Morgan Stanley;CPP Investments;Lightspeed Ventures,Santa Clara,California,95054,United States,4,
Y,65047797,1944,3932662,$1 bil. - $5 bil.,196633,39326,114047,1753,691,Employees.500to999,0,0,2911,2819,29;291;2911;13;132;1321;131;1311;28;281;2819,324110,211130,32;324;3241;32411;324110;21;211;2111;21112;211120;21113;211130,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas;Oil & Gas Exploration & Services",energy,energy.energy,3371037,Public,B2B,Yes,1-Sep-23,0,0,,,,,Houston,Texas,77024,United States,12,
Y,347800965,2010,1889759,$1 bil. - $5 bil.,117586,11306,61808,8188,3850,Employees.1000to4999,0,9.5,6719,6411,67;671;6719;64;641;6411,551112,524210,55;551;5511;55111;551112;52;524;5242;52421;524210,Insurance,,Insurance;Holding Companies & Conglomerates,,insurance,,1983708,Public,B2B,Yes,5-Oct-23,285000,110000,Corporate Investment,1-Sep-20,Onex,Onex;Onex,Chicago,Illinois,60601,United States,8,
Y,25987521,1999,695377,$500 mil. - $1 bil.,56325,10430,25728,4554,2020,Employees.1000to4999,15,20.3,7822,7389,48;489;4899;73;737;7375;738;7389;7379;78;782;7822,518210,517810,51;517;5178;51781;517810;518;5182;51821;518210;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,159489,Public,B2B,Yes,28-Aug-23,219000,41000,Other Financing Round,23-Jun-03,Broadview Capital Partners;Worldview Technology Partners;Boulder Ventures;Oak Investment Partners,Broadview Capital Partners;Worldview Technology Partners;Boulder Ventures;Oak Investment Partners;Broadview Capital Partners;Oak Investment Partners;Broadview Capital Partners;Worldview Technology Partners;Boulder Ventures;Oak Investment Partners;Worldview Technology Partners;Boulder Ventures;Oak Investment Partners,Washington,District of Columbia,20037,United States,48,
Y,106545259,1990,327330,$250 mil. - $500 mil.,26513,4909,12111,1781,1250,Employees.1000to4999,0,1,7389,7379,48;481;4813;73;737;7374;60;609;6099;738;7389;7376;7379,541519,541513,52;522;5223;52232;522320;51;517;5171;51712;517121;54;541;5415;54151;541513;518;5182;51821;518210;541519,Software,Financial Software,Software,Financial Software,software,software.finance,2056949,Private,B2B,Yes,22-Aug-23,0,0,Private Equity,10-Jan-16,Koch Industries,Koch Industries,Reston,Virginia,20191,United States,18,
Y,24937986,1931,561709,$500 mil. - $1 bil.,45498,8425,20783,2166,1520,Employees.1000to4999,0,1.7,7375,4899,73;737;7375;48;489;4899;481;4813;484;4841,517810,517311,51;517;5178;51781;517810;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,103212,Private,B2B,Yes,19-Sep-23,0,0,,,,,Sioux Falls,South Dakota,57107,United States,24,
Y,56953886,1981,1735842,$1 bil. - $5 bil.,140603,26037,64226,27152,8500,Employees.5000to9999,40,90.1,3799,3713,37;379;3799;371;3713,336212,336211,33;333;3339;33392;333924;336;3362;33621;336211;336212,Manufacturing,,Manufacturing,Motor Vehicles,mfg,,2968163,Private,B2B,Yes,28-Apr-21,0,0,,,,,Houston,Texas,77002,United States,18,
Y,41341781,2009,1464005,$1 bil. - $5 bil.,73200,14640,27816,3278,2300,Employees.1000to4999,0,0,8741,1799,16;161;1611;17;179;1799;87;874;8741;162;1629,237990,237310,23;237;2373;23731;237310;2379;23799;237990,Construction,Civil Engineering Construction,Construction,Civil Engineering Construction,construction,construction.civil,2378264,Private,B2B,Yes,15-Aug-23,0,0,,,,,Saint Joseph,Missouri,64507,United States,43,
Y,24169680,1993,54022000,Over $5 bil.,4375782,810330,1998814,229278,101700,Employees.10000plus,7.8,7.8,7389,4899,48;482;4822;489;4899;73;738;7389,518210,517810,51;517;5171;51711;517111;5178;51781;517810;518;5182;51821;518210;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,70106,Public,B2B,Yes,30-Jan-23,2323000,2000000,Debt,6-Jul-17,,,Stamford,Connecticut,6901,United States,5,
Y,83740613,1975,2937562,$1 bil. - $5 bil.,146878,29375,55813,20749,7939,Employees.5000to9999,0,0,3822,3639,35;358;3585;38;382;3822;36;363;3639,334512,333415,33;334;3345;33451;334512;333;3334;33341;333415;3332;33324;333248,Manufacturing,Appliances,Manufacturing,Appliances;Building Materials;Test & Measurement Equipment,mfg,mfg.appliances,128659,Private,B2B,Yes,7-Aug-23,423000,423000,Stock Issuance/Offering,6-Apr-06,,,Waller,Texas,77484,United States,24,
Y,65145132,2002,1899116,$1 bil. - $5 bil.,113946,18991,64569,28006,19646,Employees.10000plus,9,9,8221,822,82;822;8221,611310,61131,61;611;6113;61131;611310,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,16494,Private,B2B,Yes,13-Sep-23,100000,100000,Other Financing Round,1-Apr-19,,,St. Louis,Missouri,63130,United States,49,
Y,14271049,1945,337943,$250 mil. - $500 mil.,32322,5985,14764,4312,1200,Employees.1000to4999,0,0,3823,3822,34;344;3449;3441;38;382;3822;3823,334513,334512,33;332;3323;33231;332312;334;3345;33451;334512;334513,Manufacturing,Test & Measurement Equipment,Manufacturing,Test & Measurement Equipment;Industrial Machinery & Equipment,mfg,mfg.testequipment,648691,Private,B2B,Yes,2-Oct-23,0,0,,,,,Blue Springs,Missouri,64015,United States,12,
Y,348430186,2011,447907,$250 mil. - $500 mil.,57780,4479,12541,2506,1112,Employees.1000to4999,8.9,8.9,7372,7371,73;737;7371;7372,541511,513210,51;513;5132;51321;513210;54;541;5415;54151;541511,Software,Networking Software,Software;Business Services,Networking Software;Custom Software & IT Services;Storage & System Management Software,software,software.network,127187,Public,B2B,Yes,13-Sep-23,396000,180000,Stock Issuance/Offering,16-May-19,Undisclosed,August Capital;August Capital;O'Reilly AlphaTech Ventures;Battery Ventures;Amplify Partners;IDG Capital;O'Reilly AlphaTech Ventures;Battery Ventures;Amplify Partners;Iconiq Capital;August Capital;O'Reilly AlphaTech Ventures;Battery Ventures;Amplify Partners;IDG Capital;Sorenson Capital;Sozo Ventures;Swisscom Ventures;Deutsche Telekom Capital Partners;Undisclosed,San Francisco,California,94107,United States,5,
Y,84607197,1997,527773,$500 mil. - $1 bil.,68082,5277,14777,1459,1024,Employees.1000to4999,-8.8,-16.5,7372,7371,36;365;3651;48;483;4833;367;3679;73;737;7371;67;671;6719;7372,551112,541511,51;516;5161;51612;513;5132;51321;513210;5162;51621;516210;33;334;3343;33431;334310;54;541;5415;54151;541511;55;551;5511;55111;551112,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,109619,Private,B2B,Yes,6-Sep-23,1063000,775000,Debt,26-Nov-19,HPS Investment Partners;Wells Fargo Bank;Morgan Stanley,HPS Investment Partners;Wells Fargo Bank;Morgan Stanley;AOL;TriplePoint Capital,San Jose,California,95002,United States,20,
Y,17859287,1914,693000,$500 mil. - $1 bil.,34650,6930,13167,7127,5000,Employees.5000to9999,14.8,14.8,8999,8712,87;871;8712;8711;89;899;8999;73;738;7389,541620,541420,54;541;5414;54141;541410;5413;54133;541330;54131;541310;54134;541340;5416;54162;541620;54142;541420,Construction,"Architecture, Engineering & Design",Construction,"Architecture, Engineering & Design",construction,construction.architecture,793140,Private,B2B,Yes,25-Sep-23,0,0,,,,,Kansas City,Missouri,64105,United States,72,
Y,354039914,2008,335644,$250 mil. - $500 mil.,40948,3356,6712,2592,1150,Employees.1000to4999,2.1,2.4,8733,8731,87;873;8733;8731;28;283;2834,541714,325412,54;541;5417;54171;541714;32;325;3254;32541;325412,Business Services,Research & Development,Business Services,Research & Development,bizservice,bizservice.r&d,1054145,Public,B2B,Yes,20-Sep-23,1427000,449000,Private Equity,8-Dec-22,Arsenal Capital Partners,Arsenal Capital Partners;Undisclosed,Princeton,New Jersey,8540,United States,21,
Y,44241896,1999,226162,$100 mil. - $250 mil.,18319,3392,8367,1090,612,Employees.500to999,0,0,7374,4899,48;489;4899;481;4812;4813;73;737;7374,518210,517810,51;517;5178;51781;517810;5171;51712;517121;518;5182;51821;518210,Telecommunications,Telephony & Wireless,Telecommunications,"Telephony & Wireless;Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.telephone,1252112,Private,B2B,Yes,17-Aug-23,89700,50000,Debt,8-Jun-22,,Telecommunications and Information Administration,Albany,New York,12207,United States,23,
Y,12880807,1943,1248289,$1 bil. - $5 bil.,74897,12482,42441,7234,5075,Employees.5000to9999,1.1,8.6,8748,8399,82;822;8221;8222;83;839;8399;829;8299;87;874;8748,813219,621111,81;813;8132;81321;813219;61;611;6116;61169;611691;6113;61131;611310;62;621;6211;62111;621111;6117;61171;611710,Education,Colleges & Universities,Education;Organizations,Colleges & Universities;Non-Profit & Charitable Organizations;Training,education,education.university,33018,Private,B2B,Yes,15-Dec-22,0,0,,,,,Houston,Texas,77030,United States,100,
Y,346209844,1982,993728,$500 mil. - $1 bil.,130178,9937,34780,2851,2000,Employees.1000to4999,-6.6,0,7389,7379,73;737;7374;738;7389;7379;7373;7376;7371,541519,541513,54;541;5415;54151;541512;51;518;5182;51821;518210;541519;541513;541511,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,3237141,Private,B2B,Yes,19-Sep-23,0,0,,,,,Wayne,Pennsylvania,19087,United States,76,
Y,70173366,2013,304575,$250 mil. - $500 mil.,15228,3045,8832,2067,1450,Employees.1000to4999,0,0,7374,7371,73;737;7374;7371,541511,518210,51;518;5182;51821;518210;54;541;5415;54151;541511,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,741272,Private,B2B,Yes,15-Sep-23,0,0,,,,,Houston,Texas,77002,United States,6,
Y,48041812,2005,278898,$250 mil. - $500 mil.,36535,2788,9761,1241,750,Employees.500to999,0,0,8748,7379,73;737;7376;7379;7374;87;874;8748,541690,541519,54;541;5415;54151;541513;541519;51;518;5182;51821;518210;5416;54169;541690,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services;Management Consulting,bizservice,bizservice.techconsulting,1374090,Private,B2B,Yes,11-Sep-23,1520000,325000,Debt,5-Apr-23,TD Securities,Swiss Life;DigitalBridge Group;Colony Capital;TD Securities;Regions Bank;CoBank;Truist Bank;Natixis;TD Securities;Société Générale,Dallas,Texas,75202,United States,15,
Y,356795454,2011,500071,$500 mil. - $1 bil.,25003,5000,14502,2254,1000,Employees.1000to4999,11.2,11.1,5085,5084,34;343;3432;50;508;5085;5084;35;353;3533,423830,333132,33;333;3331;33313;333132;42;423;4238;42383;423830,Manufacturing,Industrial Machinery & Equipment,Manufacturing;Minerals & Mining,Industrial Machinery & Equipment,mfg,mfg.industrialmachinery,7066302,Public,B2B,Yes,14-Jun-22,375000,375000,Debt,3-Jan-23,J.P. Morgan Asset Management,J.P. Morgan Asset Management,Houston,Texas,77024,United States,30,
Y,63767787,2001,253508,$250 mil. - $500 mil.,20534,3802,9379,1175,686,Employees.500to999,6.5,5.9,7389,7376,73;737;7371;7376;738;7389;48;489;4899;7375;481;4813,541519,541513,51;518;5182;51821;518210;54;541;5415;54151;541511;541519;541513;517;5178;51781;517810;5171;51712;517121;5179;51791;517919,Telecommunications,,Telecommunications;Business Services,"Custom Software & IT Services;Internet Service Providers, Website Hosting & Internet-related Services",telecom,,3205256,Private,B2B,Yes,29-Sep-23,51,51,Other Financing Round,19-Oct-15,Camp One Ventures,Camp One Ventures;Jemison Investment Company,Atlanta,Georgia,30328,United States,24,
Y,397525154,2015,1128847,$1 bil. - $5 bil.,91436,16932,41767,1922,784,Employees.500to999,0,0,7389,7375,48;489;4899;73;738;7389;737;7375;7374,518210,517919,51;517;5178;51781;518;5182;51821;518210;517810;5179;51791;517919,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,1848655,Public,B2B,Yes,6-Sep-23,0,0,,,,,Little Rock,Arkansas,72202,United States,19,
Y,447046875,1988,420103,$250 mil. - $500 mil.,54193,4201,11762,3052,2000,Employees.1000to4999,5.8,5.7,7389,7379,73;738;7389;737;7374;7379;48;489;4899;7375,518210,517810,51;518;5182;51821;518210;517;5178;51781;517810,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,7201,Private,B2B,Yes,18-Sep-23,0,0,,,,,Montabaur,,56410,Germany,3,
Y,15567237,1986,1706043,$1 bil. - $5 bil.,138189,25590,63123,7060,3132,Employees.1000to4999,0,0.7,7374,4899,48;489;4899;73;737;7374,518210,517810,51;517;5178;51781;517810;5171;51711;517112;518;5182;51821;518210,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications;Media & Internet,"Internet Service Providers, Website Hosting & Internet-related Services;Cable & Satellite;Data Collection & Internet Portals",telecom,telecom.internet,7568466,Public,B2B,Yes,22-Mar-23,0,0,,,,,Phoenix,Arizona,85012,United States,10,
Y,440804842,2000,194982,$100 mil. - $250 mil.,25542,1949,6824,1287,800,Employees.500to999,0.1,0.1,7379,7376,73;737;7379;7374;7376,541519,518210,54;541;5415;54151;541519;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,658998,Private,B2B,Yes,7-Sep-23,2100000,2100000,Debt,3-Dec-21,,,Charlotte,North Carolina,28273,United States,24,
Y,352817298,2000,163951,$100 mil. - $250 mil.,21477,1639,5738,1287,800,Employees.500to999,0,0,7389,7379,73;737;7374;7379;738;7389;7371;7373;7376,541519,541513,54;541;5415;54151;541519;51;518;5182;51821;518210;541511;541512;541513,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,689429,Private,B2B,Yes,31-Aug-23,820000,500000,Private Equity,28-Feb-22,Argo Infrastructure Partners,"RedBird Capital Partners;Argo Infrastructure Partners;Ontario Teachers' Pension Plan Limited;Thompson Street Capital Partners;Argo Infrastructure Partners LLC;Macquarie Capital Inc.;Cequel III , LLC;RedBird Capital Partners LLC;Wafra Inc;The Stephens Group LLC",St. Louis,Missouri,63131,United States,23,
Y,26988006,2012,219355,$100 mil. - $250 mil.,28735,2193,7677,1365,900,Employees.500to999,0,0,7389,7379,73;737;7374;7371;738;7389;7372;7379,541513,541511,54;541;5415;54151;541511;541513;51;513;5132;51321;513210;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,1955960,Private,B2B,Yes,30-Aug-23,0,0,Debt,12-Jan-23,LBC Credit Management,Craftsman Capital;LBC Credit Management,Austin,Texas,78733,United States,285,
Y,16061373,2012,1024671,$1 bil. - $5 bil.,117837,10246,48159,1425,1000,Employees.1000to4999,-2.1,-2.8,6531,6519,65;653;6531;651;6519,531312,531210,53;531;5313;53131;531312;5312;53121;531210;5311;53119;531190,Real Estate,,Real Estate,,realestate,,1883805,Private,B2B,Yes,8-Mar-23,0,0,,,,,Houston,Texas,77024,United States,30,
Y,24483219,1979,1800000,$1 bil. - $5 bil.,145800,27000,66600,15291,5851,Employees.5000to9999,0,0,5251,5039,50;503;5032;32;328;3281;327;3272;52;525;5251;17;175;1752;5039,444180,444140,23;238;2383;23833;238330;32;327;3279;32799;327991;44;444;4441;44414;444140;42;423;4233;42339;423390;44418;444180,Manufacturing,Building Materials,Manufacturing;Construction;Retail,Building Materials;Commercial & Residential Construction;Home Improvement & Hardware Retail,mfg,mfg.building,71029,Private,B2B,Yes,29-Sep-23,0,0,,,,,Cantoria,Andalusia,4850,Spain,26,
Y,356048467,2011,1409121,$1 bil. - $5 bil.,69390,13878,40246,1225,436,Employees.250to499,19.7,17.2,2819,2813,13;132;1321;131;1311;28;281;2813;2819,325120,211130,21;211;2111;21112;211120;32;325;3251;32512;325120;21113;211130,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,"Energy, Utilities & Waste;Manufacturing",Oil & Gas Exploration & Services;Chemicals & Related Products,energy,energy.services,4252510,Public,B2B,Yes,4-Mar-22,0,0,,,,,Houston,Texas,77002,United States,14,
Y,36291411,1818,543436,$500 mil. - $1 bil.,32606,5434,18476,6700,4700,Employees.1000to4999,-25.5,-23,8221,822,82;822;8221,611310,61131,61;611;6113;61131;611310,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,42157,Private,B2B,Yes,13-Jul-23,0,0,,,,,St. Louis,Missouri,63103,United States,58,
Y,13534186,2014,182556,$100 mil. - $250 mil.,14787,2738,6754,933,494,Employees.250to499,0,1.2,7374,4899,48;481;4813;489;4899;73;737;7374,518210,517919,51;517;5178;51781;517810;5171;51711;517111;518;5182;51821;518210;5179;51791;517919,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,5551293,Private,B2B,Yes,30-Aug-23,1532500,1000000,Debt,1-Apr-22,Banco Santander;Macquarie;TD Bank Group;RBC;DigitalBridge Credit;Societe Generale;Natixis;ING Group;SMBC Group;Vantage Infrastructure;CoBank,M/C Partners;J.P. Morgan Asset Management;TD Bank;Regions Financial Corp;Webster Bank;CoBank;Fifth Third Bank;Banco Santander;Macquarie;TD Bank Group;RBC;DigitalBridge Credit;Societe Generale;Natixis;ING Group;SMBC Group;Vantage Infrastructure;CoBank;TD Bank;Webster Bank;Fifth Third Bank;Regions Financial Corp.;CoBank,Cleveland,Ohio,44115,United States,16,
Y,54349714,1996,198151,$100 mil. - $250 mil.,25957,1981,6935,1298,813,Employees.500to999,21.7,24.1,7389,7379,73;737;7379;7371;738;7389,541519,541511,54;541;5415;54151;541511;541519;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,1189379,Private,B2B,Yes,21-Sep-23,43000,0,Debt,28-Apr-23,,Avenir Corporation;GAMCO Investors,Norcross,Georgia,30092,United States,19,
Y,102056039,1917,325204,$250 mil. - $500 mil.,47034,5953,27982,5526,1766,Employees.1000to4999,11.1,11,8111,811,81;811;8111,541110,54111,54;541;5411;54111;541110,Law Firms & Legal Services,,Law Firms & Legal Services,,legal,,761904,Private,B2B,Yes,2-Oct-23,0,0,,,,,Houston,Texas,77002,United States,13,
Y,60558040,1976,405880,$250 mil. - $500 mil.,58649,5276,101470,8553,6000,Employees.5000to9999,0,0,5812,581,58;581;5812,722511,72251,72;722;7225;72251;722511,Hospitality,Restaurants,Hospitality,Restaurants,hospitality,hospitality.restaurant,72748,Private,B2B,Yes,26-Sep-23,5000,5000,Debt,4-Apr-20,PPP,PPP,Beaumont,Texas,77701,United States,269,
Y,12763715,1852,226871,$100 mil. - $250 mil.,29720,2268,7713,5444,3125,Employees.1000to4999,0,0,8399,8361,83;832;8322;839;8399;86;836;8361,813319,624190,62;621;6213;62139;621399;624;6241;62419;624190;81;813;8133;81331;813319;623;6232;62322;623220,Organizations,Non-Profit & Charitable Organizations,Organizations,Non-Profit & Charitable Organizations,orgs,orgs.charitable,728981,Private,B2B,Yes,28-Aug-23,0,0,,,,,Elwyn,Pennsylvania,19063,United States,21,
Y,32605765,2001,102470,$100 mil. - $250 mil.,13423,1024,3791,942,500,Employees.500to999,5.5,11.9,7379,737,73;737;7379,541519,518210,51;513;5132;51321;513210;54;541;5415;54151;541519;518;5182;51821;518210,Software,Security Software,Software;Business Services,Security Software;Custom Software & IT Services,software,software.security,3441179,Private,B2B,Yes,25-Sep-23,0,0,Debt,8-Aug-22,Vitruvian Partners,Vitruvian Partners;Vitruvian Partners,Houston,Texas,77042,United States,6,
Y,94978938,1982,248606,$100 mil. - $250 mil.,30148,2301,8054,977,604,Employees.500to999,18.2,24.1,7389,7379,73;737;7376;7379;738;7389,541519,541513,54;541;5415;54151;541519;541513;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,780910,Private,B2B,Yes,4-Oct-23,0,0,,,,,Downers Grove,Illinois,60515,United States,29,
Y,355029860,2012,351068,$250 mil. - $500 mil.,28436,5266,12989,1397,1000,Employees.1000to4999,17.4,17.3,7375,4899,73;737;7375;48;481;4813;489;4899,51781,51711,51;517;5178;51781;5171;51711,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,387626,Private,B2B,Yes,20-Sep-23,2000,2000,Debt,7-Apr-20,PPP,PPP,Hudson Oaks,Texas,76087,United States,10,
Y,62570976,2003,82485,$50 mil. - $100 mil.,4124,824,1567,1536,500,Employees.500to999,1.4,-4.8,3429,1629,16;162;1629;34;342;3429,532412,332999,23;237;2371;23711;237110;2379;23799;237990;33;332;3329;33299;332999;53;532;5324;53241;532412,Construction,Civil Engineering Construction,Construction;Manufacturing,Civil Engineering Construction;Building Materials,construction,construction.civil,5260444,Private,B2B,Yes,22-Sep-23,0,0,Debt,9-May-22,MidCap Financial,MidCap Financial,Houston,Texas,77060,United States,9,
Y,3392040,1988,105668,$100 mil. - $250 mil.,8559,1585,3909,1151,500,Employees.500to999,0.4,-1.8,7379,4899,48;481;4813;489;4899;73;737;7379,541519,517311,51;517;5171;51711;517112;54;541;5415;54151;541519;5173;51731;517311,Business Services,Management Consulting,Business Services,Management Consulting,bizservice,bizservice.consulting,1791456,Private,B2B,Yes,7-Mar-23,150,150,Debt,9-Apr-20,PPP,PPP,West Des Moines,Iowa,50266,United States,13,
Y,19533039,1989,1101000,$1 bil. - $5 bil.,26424,11010,26424,9330,6545,Employees.5000to9999,0.3,3.5,9121,912,91;912;9121,921120,92112,92;921;9211;92112;921120,Government,,Government,Local,government,,127058,Private,B2B,Yes,6-Sep-23,0,0,,,,,St. Louis,Missouri,63103,United States,36,
Y,147440067,2005,67465,$50 mil. - $100 mil.,5194,674,3170,535,254,Employees.250to499,0,0,8748,7389,87;874;8748;73;738;7389,561499,541618,54;541;5416;54161;541618;56;561;5614;56149;561499,Business Services,,Business Services,Management Consulting,bizservice,,3098625,Private,B2B,Yes,20-Sep-23,2000,2000,Debt,9-Apr-20,PPP,PPP,Houston,Texas,77002,United States,16,
Y,23202721,1961,252075,$250 mil. - $500 mil.,,,,2143,1230,Employees.1000to4999,15.5,15.4,7221,722,72;722;7221,541921,54192,54;541;5419;54192;541921;81;812,Consumer Services,,Consumer Services,Photography Studio,consumerservices,,1649655,Private,B2B,Yes,21-Jun-22,0,0,,,,,Marlton,New Jersey,8053,United States,8,
Y,27577209,1997,36155,$25 mil. - $50 mil.,4736,361,1265,289,130,Employees.100to249,11.1,9.2,7382,7379,73;737;7372;7371;7379;7374;7373;738;7382,561621,541512,51;513;5132;51321;513210;518;5182;51821;518210;54;541;5415;54151;541511;541512;56;561;5616;56162;561621,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services;Management Consulting,bizservice,bizservice.techconsulting,1640257,Private,B2B,Yes,10-Aug-23,17000,10000,Series B,22-Sep-23,,PPP;Aavishkaar Capital,Houston,Texas,77055,United States,17,
Y,51825759,1981,241648,$100 mil. - $250 mil.,18848,1812,13048,2367,1050,Employees.1000to4999,0,0,6712,6029,60;602;6029;67;671;6712,551111,522110,55;551;5511;55111;551111;52;522;5221;52211;522110,Finance,Banking,Finance,Banking,finance,finance.banking,315800,Public,B2B,Yes,7-Aug-23,0,0,,,,,Mattoon,Illinois,61938,United States,15,
Y,39698486,2001,120718,$100 mil. - $250 mil.,7243,1207,4104,5452,3825,Employees.1000to4999,-1,3.2,8221,822,82;822;8221,611310,61131,61;611;6113;61131;611310,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,36908,Private,B2B,Yes,21-Jul-23,0,0,,,,,Newark,Delaware,19716,United States,41,
Y,62983718,2011,189415,$100 mil. - $250 mil.,11364,1894,4735,1050,580,Employees.500to999,3.4,6.4,7389,4731,47;473;4731;73;738;7389,488510,488490,48;488;4885;48851;488510;4884;48849;488490,Transportation,Freight & Logistics Services,Transportation,Freight & Logistics Services,transportation,transportation.freight,1410022,Private,B2B,Yes,18-Sep-23,2000,2000,Debt,15-Apr-20,PPP,PPP,Cranberry Township,Pennsylvania,16066,United States,8,
Y,25217697,2005,92387,$50 mil. - $100 mil.,7483,1385,3418,528,250,Employees.250to499,1.2,5.9,4899,489,48;489;4899,517810,238210,51;517;5178;51781;517810;23;238;2382;23821;238210,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,7198120,Private,B2B,Yes,22-Aug-23,99200,2000,Debt,27-Apr-20,PPP,Thermo companies;CoBank;PPP,Alpharetta,Georgia,30009,United States,14,
Y,18383264,1997,143864,$100 mil. - $250 mil.,11652,2157,5322,6,2,Employees.1to4,0,0,3679,3669,36;366;3663;3661;3669;367;3679,334290,334220,33;334;3342;33429;334290;33421;334210;33422;334220,Manufacturing,Telecommunication Equipment,Manufacturing,Telecommunication Equipment,mfg,mfg.telecom,51373,Public,B2B,Yes,26-Jul-23,0,0,,,,,Taoyuan,Taiwan,330,Taiwan,12,
